etf_id,assetid,subclassid,sub_subclassid,amcid,ETF,SYMBOL,isin_code,Holding,Amount,,
156,,,,,,,INF754K01TF1,Eicher Motors Ltd.,5.02,,
156,,,,,,,INF754K01TF1,BSE Ltd.,5,,
156,,,,,,,INF754K01TF1,Bajaj Finance Limited,4.95,,
156,,,,,,,INF754K01TF1,Maruti Suzuki India  Ltd.,4.91,,
156,,,,,,,INF754K01TF1,Multi Commodity Exchange of India Ltd,4.67,,
156,,,,,,,INF754K01TF1,Asian Paints Ltd.,4.6,,
156,,,,,,,INF754K01TF1,Britannia Industries Ltd.,4.32,,
157,1,1,16,15,Motilal Oswal Nifty 500 ETF,MONIFTY500,INF247L01BU1,HDFC Bank Ltd.,7.54,Large Cap,33.14
157,,,,,,,INF247L01BU1,Reliance Industries Ltd,5.28,,
157,,,,,,,INF247L01BU1,ICICI Bank Ltd.,4.77,,
157,,,,,,,INF247L01BU1,Bharti Airtel Ltd.,2.92,,
157,,,,,,,INF247L01BU1,Infosys Ltd,2.82,,
157,,,,,,,INF247L01BU1,Larsen & Toubro Ltd,2.39,,
157,,,,,,,INF247L01BU1,State Bank of India,2.03,,
157,,,,,,,INF247L01BU1,ITC Ltd,1.93,,
157,,,,,,,INF247L01BU1,Axis Bank Ltd.,1.81,,
157,,,,,,,INF247L01BU1,Mahindra & Mahindra Ltd.,1.65,,
158,1,4,59,10,Axis Nifty500 Value 50 ETF,AXISVALUE,INF846KA1119,Tata Steel Limited,5.22,Large Cap,49.79
158,,,,,,,INF846KA1119,Oil And Natural Gas Corporation Ltd,5.03,,
158,,,,,,,INF846KA1119,Tata Motors Passenger Vehicles Limited,5.01,,
158,,,,,,,INF846KA1119,NTPC Ltd,4.99,,
158,,,,,,,INF846KA1119,State Bank of India,4.98,,
158,,,,,,,INF846KA1119,Hindalco Industries Ltd.,4.98,,
158,,,,,,,INF846KA1119,Vedanta Limited,4.93,,
158,,,,,,,INF846KA1119,Grasim Industries Ltd,4.92,,
158,,,,,,,INF846KA1119,Power Grid Corp Of India Ltd,4.89,,
158,,,,,,,INF846KA1119,Coal India Limited,4.84,,
159,4,7,,17,LIC MF Nifty 8-13 yr G-Sec ETF,LICNETFGSC,INF767K01MV5,6.33% GOVT OF INDIA RED 05-05-2035,45.71,,
159,,,,,,,INF767K01MV5,6.48% GOVT OF INDIA RED 06-10-2035,29.23,,
159,,,,,,,INF767K01MV5,6.79% GOVT OF INDIA RED 07-10-2034,24.94,,
159,,,,,,,INF767K01MV5,Cash & Other Receivables,0.12,,
160,4,7,,8,Mirae Asset Nifty 8-13 yr G-Sec ETF,GSEC10YEAR,INF769K01KF8,6.33% GOI (MD 05/05/2035),45.08,,
160,,,,,,,INF769K01KF8,6.48% GOI (MD 06/10/2035),28.51,,
160,,,,,,,INF769K01KF8,6.79% GOI (MD 07/10/2034),24.62,,
161,4,7,,19,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,LTGILTBEES,INF204KB1882,6.33% GOI (MD 05/05/2035),55.19,,
161,,,,,,,INF204KB1882,6.79% GOI (MD 07/10/2034),26.75,,
161,,,,,,,INF204KB1882,6.48% GOI (MD 06/10/2035),16.73,,
161,,,,,,,INF204KB1882,Cash and Other Receivables,1.33,,
162,4,7,,11,Zerodha Nifty 8-13 Yr G-Sec ETF,LTGILTCASE,INF0R8F01133,6.33% India Govt Bond 05May2035 Gsec,45.19,,
162,,,,,,,INF0R8F01133,6.48% Govt 06-Oct-2035,29.83,,
162,,,,,,,INF0R8F01133,6.79% India Gov Bond 07Oct2034 Gsec,23.4,,
162,,,,,,,INF0R8F01133,Cash & Cash Equivalents,1.58,,
163,4,11,,10,Axis Nifty AAA Bond Plus SDL Apr 2026 50-50 ETF,AXISBPSETF,INF846K01Z04,Power Finance Corporation Limited,13.66,,
163,,,,,,,INF846K01Z04,REC Limited,13.2,,
163,,,,,,,INF846K01Z04,6.18% Gujarat SDL MD (MD 31/03/2026),11.38,,
163,,,,,,,INF846K01Z04,Export Import Bank of India,10.92,,
163,,,,,,,INF846K01Z04,NTPC Ltd,9.1,,
163,,,,,,,INF846K01Z04,8.88% West Bengal SDL (MD 24/02/2026),6.13,,
163,,,,,,,INF846K01Z04,8.83% Uttar Pradesh SDL (MD 24/02/2026),6.03,,
163,,,,,,,INF846K01Z04,8.51% Maharashtra SDL (MD 09/03/2026),4.57,,
163,,,,,,,INF846K01Z04,8% Gujarat SDL (MD 20/04/2026),4.28,,
163,,,,,,,INF846K01Z04,8.36% Maharashtra SDL (MD 27/01/2026),3.64,,
164,1,4,65,26,Kotak Nifty Alpha 50 ETF,ALPHA,INF174KA1IA5,L&T Finance Limited,4.94,Mid Cap,22.13
164,,,,,,,INF174KA1IA5,RBL Bank Limited,4.37,Small Cap,10.84
164,,,,,,,INF174KA1IA5,Muthoot Finance Ltd.,4.11,Large Cap,4.11
164,,,,,,,INF174KA1IA5,Hitachi Energy India Limited,3.63,,
164,,,,,,,INF174KA1IA5,Aditya Birla Capital Ltd,3.62,,
164,,,,,,,INF174KA1IA5,Laurus Labs Limited,3.53,,
164,,,,,,,INF174KA1IA5,BSE Ltd.,3.49,,
164,,,,,,,INF174KA1IA5,Manappuram Finance Limited,3.48,,
164,,,,,,,INF174KA1IA5,Navin Fluorine International Limited,2.99,,
164,,,,,,,INF174KA1IA5,AU Small Finance Bank Limited,2.92,,
165,1,4,65,15,Motilal Oswal Nifty Alpha 50 ETF,MOALPHA50,INF247L01FR8,BSE Ltd.,7.89,Mid Cap,37.3
165,,,,,,,INF247L01FR8,One 97 Communications Limited,5.33,Small Cap,2.97
165,,,,,,,INF247L01FR8,Laurus Labs Limited,4.76,,
165,,,,,,,INF247L01FR8,HITACHI ENERGY INDIA LIMITED,3.62,,
165,,,,,,,INF247L01FR8,Multi Commodity Exchange of India Ltd,3.46,,
165,,,,,,,INF247L01FR8,Fortis Healthcare Ltd,3.19,,
165,,,,,,,INF247L01FR8,GE Vernova T&D India Limited,3.17,,
165,,,,,,,INF247L01FR8,Godfrey Phillips India Ltd.,3.06,,
165,,,,,,,INF247L01FR8,Amber Enterprises India Limited,2.97,,
165,,,,,,,INF247L01FR8,Max Financial Services Limited,2.82,,
166,1,4,65,9,ICICI Prudential Nifty Alpha Low Volatility 30 ETF,ALPL30IETF,INF109KC17V7,HDFC Bank Ltd.,4.72,Large Cap,40.22
166,,,,,,,INF109KC17V7,Maruti Suzuki India  Ltd.,4.3,,
166,,,,,,,INF109KC17V7,ICICI Bank Ltd.,4.26,,
166,,,,,,,INF109KC17V7,SBI Life Insurance Company Limited,4.26,,
166,,,,,,,INF109KC17V7,State Bank Of India,4.08,,
166,,,,,,,INF109KC17V7,Britannia Industries Ltd.,3.82,,
166,,,,,,,INF109KC17V7,Eicher Motors Ltd.,3.77,,
166,,,,,,,INF109KC17V7,Reliance Industries Ltd,3.72,,
166,,,,,,,INF109KC17V7,Bharti Airtel Ltd.,3.69,,
166,,,,,,,INF109KC17V7,Nestle India Ltd.,3.6,,
167,1,2,29,9,ICICI Pru Nifty Auto ETF,AUTOIETF,INF109KC10V2,Mahindra & Mahindra Ltd.,26.9,Large Cap,83.09
167,,,,,,,INF109KC10V2,Maruti Suzuki India  Ltd.,16.86,Mid Cap,6.74
167,,,,,,,INF109KC10V2,Bajaj Auto Limited,8.12,,
167,,,,,,,INF109KC10V2,Eicher Motors Ltd.,7.84,,
167,,,,,,,INF109KC10V2,TVS Motor Company Ltd.,6.7,,
167,,,,,,,INF109KC10V2,Hero MotoCorp Limited,6.48,,
167,,,,,,,INF109KC10V2,TATA MOTORS PASSENGER VEHICLES LIMITED,6.02,,
167,,,,,,,INF109KC10V2,Samvardhana Motherson International Limited,4.17,,
167,,,,,,,INF109KC10V2,Ashok Leyland Ltd.,3.65,,
167,,,,,,,INF109KC10V2,Bharat Forge Ltd,3.09,,
168,1,2,29,19,Nippon Auto ETF,AUTOBEES,INF204KC1337,Mahindra & Mahindra Ltd.,26.3,Large Cap,83.14
168,,,,,,,INF204KC1337,Maruti Suzuki India  Ltd.,17.4,Mid Cap,7.18
168,,,,,,,INF204KC1337,Bajaj Auto Limited,8.23,,
168,,,,,,,INF204KC1337,Eicher Motors Ltd.,7.99,,
168,,,,,,,INF204KC1337,TVS Motor Company Ltd.,6.94,,
168,,,,,,,INF204KC1337,TATA MOTORS PASSENGER VEHICLES LIMITED,6.1,,
168,,,,,,,INF204KC1337,Hero MotoCorp Limited,5.95,,
168,,,,,,,INF204KC1337,Samvardhana Motherson International Limited,4.23,,
168,,,,,,,INF204KC1337,Ashok Leyland Ltd.,4.07,,
168,,,,,,,INF204KC1337,Bharat Forge Ltd,3.11,,
169,1,2,21,24,Aditya Birla Sun Life Banking ETF,ABSLBANETF,INF209KB17D5,HDFC Bank Ltd.,25.29,Large Cap,76.99
169,,,,,,,INF209KB17D5,ICICI Bank Ltd.,20.23,Mid Cap,15.06
169,,,,,,,INF209KB17D5,State Bank of India,9.55,,
169,,,,,,,INF209KB17D5,Kotak Mahindra Bank Ltd.,9.28,,
169,,,,,,,INF209KB17D5,Axis Bank Ltd.,9.2,,
169,,,,,,,INF209KB17D5,Federal Bank Ltd.,4.23,,
169,,,,,,,INF209KB17D5,IndusInd Bank Ltd.,3.69,,
169,,,,,,,INF209KB17D5,IDFC FIRST BANK LIMITED,3.58,,
169,,,,,,,INF209KB17D5,AU Small Finance Bank Limited,3.56,,
169,,,,,,,INF209KB17D5,Bank of Baroda,3.44,,
170,1,2,21,10,Axis Nifty Bank ETF,AXISBNKETF,INF846K01X63,HDFC Bank Ltd.,25.29,Large Cap,76.99
170,,,,,,,INF846K01X63,ICICI Bank Ltd.,20.23,Mid Cap,15.06
170,,,,,,,INF846K01X63,State Bank of India,9.55,,
170,,,,,,,INF846K01X63,Kotak Mahindra Bank Ltd.,9.28,,
170,,,,,,,INF846K01X63,Axis Bank Ltd.,9.2,,
170,,,,,,,INF846K01X63,Federal Bank Ltd.,4.23,,
170,,,,,,,INF846K01X63,IndusInd Bank Ltd.,3.69,,
170,,,,,,,INF846K01X63,IDFC FIRST BANK LIMITED,3.58,,
170,,,,,,,INF846K01X63,AU Small Finance Bank Limited,3.56,,
170,,,,,,,INF846K01X63,Bank of Baroda,3.44,,
171,1,2,21,18,Bajaj Finserv Nifty Bank ETF,BANKBETF,INF0QA701714,HDFC Bank Ltd.,25.29,Large Cap,76.99
171,,,,,,,INF0QA701714,ICICI Bank Ltd.,20.23,Mid Cap,15.06
171,,,,,,,INF0QA701714,State Bank of India,9.55,,
171,,,,,,,INF0QA701714,Kotak Mahindra Bank Ltd.,9.28,,
171,,,,,,,INF0QA701714,Axis Bank Ltd.,9.2,,
171,,,,,,,INF0QA701714,Federal Bank Ltd.,4.23,,
171,,,,,,,INF0QA701714,IndusInd Bank Ltd.,3.69,,
171,,,,,,,INF0QA701714,IDFC FIRST BANK LIMITED,3.58,,
171,,,,,,,INF0QA701714,AU Small Finance Bank Limited,3.56,,
171,,,,,,,INF0QA701714,Bank of Baroda,3.44,,
172,1,2,21,23,Baroda BNP Paribas Nifty Bank ETF,BBNPNBETF,INF251K01TL6,HDFC Bank Ltd.,25.29,Large Cap,76.99
172,,,,,,,INF251K01TL6,ICICI Bank Ltd.,20.23,Mid Cap,15.06
172,,,,,,,INF251K01TL6,State Bank of India,9.55,,
172,,,,,,,INF251K01TL6,Kotak Mahindra Bank Ltd.,9.28,,
172,,,,,,,INF251K01TL6,Axis Bank Ltd.,9.2,,
172,,,,,,,INF251K01TL6,Federal Bank Ltd.,4.23,,
172,,,,,,,INF251K01TL6,IndusInd Bank Ltd.,3.69,,
172,,,,,,,INF251K01TL6,IDFC FIRST BANK LIMITED,3.58,,
172,,,,,,,INF251K01TL6,AU Small Finance Bank Limited,3.56,,
172,,,,,,,INF251K01TL6,Bank of Baroda,3.44,,
173,1,2,21,25,DSP Nifty Bank ETF,BANKETFADD,INF740KA1RX3,HDFC Bank Ltd.,25.14,Large Cap,76.55
173,,,,,,,INF740KA1RX3,ICICI Bank Ltd.,20.17,Mid Cap,15.19
173,,,,,,,INF740KA1RX3,Axis Bank Ltd.,9.29,,
173,,,,,,,INF740KA1RX3,State Bank of India,9.23,,
173,,,,,,,INF740KA1RX3,Kotak Mahindra Bank Ltd.,9.23,,
173,,,,,,,INF740KA1RX3,Federal Bank Ltd.,4.31,,
173,,,,,,,INF740KA1RX3,IndusInd Bank Ltd.,3.69,,
173,,,,,,,INF740KA1RX3,AU Small Finance Bank Limited,3.6,,
173,,,,,,,INF740KA1RX3,IDFC FIRST BANK LIMITED,3.59,,
173,,,,,,,INF740KA1RX3,Bank of Baroda,3.49,,
174,1,2,21,14,Edelweiss Nifty Bank ETF,EBANKNIFTY,INF754K01TE4,HDFC Bank Ltd.,25.14,Large Cap,76.55
174,,,,,,,INF754K01TE4,ICICI Bank Ltd.,20.17,Mid Cap,15.19
174,,,,,,,INF754K01TE4,Axis Bank Ltd.,9.29,,
174,,,,,,,INF754K01TE4,State Bank of India,9.23,,
174,,,,,,,INF754K01TE4,Kotak Mahindra Bank Ltd.,9.23,,
174,,,,,,,INF754K01TE4,Federal Bank Ltd.,4.31,,
174,,,,,,,INF754K01TE4,IndusInd Bank Ltd.,3.69,,
174,,,,,,,INF754K01TE4,AU Small Finance Bank Limited,3.6,,
174,,,,,,,INF754K01TE4,IDFC FIRST BANK LIMITED,3.59,,
174,,,,,,,INF754K01TE4,Bank of Baroda,3.49,,
175,1,2,21,21,HDFC Nifty Bank ETF,HDFCNIFBAN,INF179KC1HY0,HDFC Bank Ltd.,25.14,Large Cap,76.55
175,,,,,,,INF179KC1HY0,ICICI Bank Ltd.,20.17,Mid Cap,15.19
175,,,,,,,INF179KC1HY0,Axis Bank Ltd.,9.29,,
175,,,,,,,INF179KC1HY0,State Bank of India,9.23,,
175,,,,,,,INF179KC1HY0,Kotak Mahindra Bank Ltd.,9.23,,
175,,,,,,,INF179KC1HY0,Federal Bank Ltd.,4.31,,
175,,,,,,,INF179KC1HY0,IndusInd Bank Ltd.,3.69,,
175,,,,,,,INF179KC1HY0,AU Small Finance Bank Limited,3.6,,
175,,,,,,,INF179KC1HY0,IDFC FIRST BANK LIMITED,3.59,,
175,,,,,,,INF179KC1HY0,Bank of Baroda,3.49,,
176,1,2,21,9,ICICI Prudential Nifty Bank ETF,BANKIETF,INF109KC15I8,HDFC Bank Ltd.,25.14,Large Cap,76.55
176,,,,,,,INF109KC15I8,ICICI Bank Ltd.,20.17,Mid Cap,15.19
176,,,,,,,INF109KC15I8,Axis Bank Ltd.,9.29,,
176,,,,,,,INF109KC15I8,State Bank of India,9.23,,
176,,,,,,,INF109KC15I8,Kotak Mahindra Bank Ltd.,9.23,,
176,,,,,,,INF109KC15I8,Federal Bank Ltd.,4.31,,
176,,,,,,,INF109KC15I8,IndusInd Bank Ltd.,3.69,,
176,,,,,,,INF109KC15I8,AU Small Finance Bank Limited,3.6,,
176,,,,,,,INF109KC15I8,IDFC FIRST BANK LIMITED,3.59,,
176,,,,,,,INF109KC15I8,Bank of Baroda,3.49,,
177,1,2,21,26,Kotak Nifty Bank ETF,BANKNIFTY1,INF174K01F59,HDFC Bank Ltd.,27.65,Large Cap,81.11
177,,,,,,,INF174K01F59,ICICI Bank Ltd.,23,Mid Cap,13.36
177,,,,,,,INF174K01F59,State Bank of India,9.43,,
177,,,,,,,INF174K01F59,Axis Bank Ltd.,9.1,,
177,,,,,,,INF174K01F59,Kotak Mahindra Bank Ltd.,8.75,,
177,,,,,,,INF174K01F59,Federal Bank Ltd.,3.77,,
177,,,,,,,INF174K01F59,IndusInd Bank Ltd.,3.36,,
177,,,,,,,INF174K01F59,AU Small Finance Bank Limited,3.19,,
177,,,,,,,INF174K01F59,Bank of Baroda,3.18,,
177,,,,,,,INF174K01F59,IDFC FIRST BANK LIMITED,3.04,,
178,1,2,21,8,Mirae Asset Nifty Bank ETF,BANKETF,INF769K01KR3,HDFC Bank Ltd.,27.65,Large Cap,81.12
178,,,,,,,INF769K01KR3,ICICI Bank Ltd.,23.01,Mid Cap,13.36
178,,,,,,,INF769K01KR3,State Bank of India,9.43,,
178,,,,,,,INF769K01KR3,Axis Bank Ltd.,9.1,,
178,,,,,,,INF769K01KR3,Kotak Mahindra Bank Ltd.,8.75,,
178,,,,,,,INF769K01KR3,Federal Bank Ltd.,3.77,,
178,,,,,,,INF769K01KR3,IndusInd Bank Ltd.,3.36,,
178,,,,,,,INF769K01KR3,AU Small Finance Bank Limited,3.19,,
178,,,,,,,INF769K01KR3,Bank of Baroda,3.18,,
178,,,,,,,INF769K01KR3,IDFC FIRST BANK LIMITED,3.04,,
179,1,2,21,19,Nippon India ETF Nifty Bank BeES,BANKBEES,INF204KB15I9,HDFC Bank Ltd.,27.64,Large Cap,81.1
179,,,,,,,INF204KB15I9,ICICI Bank Ltd.,23,Mid Cap,13.36
179,,,,,,,INF204KB15I9,State Bank of India,9.43,,
179,,,,,,,INF204KB15I9,Axis Bank Ltd.,9.1,,
179,,,,,,,INF204KB15I9,Kotak Mahindra Bank Ltd.,8.75,,
179,,,,,,,INF204KB15I9,Federal Bank Ltd.,3.77,,
179,,,,,,,INF204KB15I9,IndusInd Bank Ltd.,3.36,,
179,,,,,,,INF204KB15I9,AU Small Finance Bank Limited,3.19,,
179,,,,,,,INF204KB15I9,Bank of Baroda,3.18,,
179,,,,,,,INF204KB15I9,IDFC FIRST BANK LIMITED,3.04,,
180,1,2,21,2,SBI Banking ETF,SETFNIFBK,INF200KA1580,HDFC Bank Ltd.,25.14,Large Cap,78.6
180,,,,,,,INF200KA1580,ICICI Bank Ltd.,23,Mid Cap,13.36
180,,,,,,,INF200KA1580,State Bank of India,9.43,,
180,,,,,,,INF200KA1580,Axis Bank Ltd.,9.1,,
180,,,,,,,INF200KA1580,Kotak Mahindra Bank Ltd.,8.75,,
180,,,,,,,INF200KA1580,Federal Bank Ltd.,3.77,,
180,,,,,,,INF200KA1580,IndusInd Bank Ltd.,3.36,,
180,,,,,,,INF200KA1580,AU Small Finance Bank Limited,3.19,,
180,,,,,,,INF200KA1580,Bank of Baroda,3.18,,
180,,,,,,,INF200KA1580,IDFC FIRST BANK LIMITED,3.04,,
181,1,2,21,20,UTI Nifty Bank ETF,UTIBANKETF,INF789F1AUV1,HDFC Bank Ltd.,25.14,Large Cap,76.08
181,,,,,,,INF789F1AUV1,ICICI Bank Ltd.,20.17,Mid Cap,13.91
181,,,,,,,INF789F1AUV1,State Bank of India,9.43,,
181,,,,,,,INF789F1AUV1,Axis Bank Ltd.,9.1,,
181,,,,,,,INF789F1AUV1,Kotak Mahindra Bank Ltd.,8.75,,
181,,,,,,,INF789F1AUV1,Federal Bank Ltd.,3.77,,
181,,,,,,,INF789F1AUV1,IndusInd Bank Ltd.,3.36,,
181,,,,,,,INF789F1AUV1,AU Small Finance Bank Limited,3.19,,
181,,,,,,,INF789F1AUV1,Bank of Baroda,3.49,,
181,,,,,,,INF789F1AUV1,IDFC FIRST BANK LIMITED,3.59,,
182,4,10,,14,BHARAT Bond ETF April 2030,EBBETF0430,INF754K01KO2,7.39% SIDBI SR IX NCD RED 21-03-2030,7.2,,
182,,,,,,,INF754K01KO2,6.75% GOVT OF INDIA RED 23-12-2029,6.08,,
182,,,,,,,INF754K01KO2,7.89% REC LTD NCD RED 30-03-2030,5.2,,
182,,,,,,,INF754K01KO2,7.86% PFC LTD NCD RED 12-04-2030,4.79,,
182,,,,,,,INF754K01KO2,7.03% HPCL NCD RED 12-04-2030,3.88,,
182,,,,,,,INF754K01KO2,7.22% HPCL NCD RED 28-08-2029,3.77,,
182,,,,,,,INF754K01KO2,7.64% NABARD NCD SR 25B RED 06-12-2029,3.63,,
182,,,,,,,INF754K01KO2,7.41% POWER FIN CORP NCD RED 25-02-2030,3.61,,
182,,,,,,,INF754K01KO2,7.34% NPCIL NCD RED 23-01-2030,3.43,,
182,,,,,,,INF754K01KO2,7.55% IRFC NCD RED 12-04-2030,3.27,,
183,4,10,,14,BHARAT Bond ETF April 2031,EBBETF0431,INF754K01LE1,6.41% IRFC NCD RED 11-04-2031,7.58,,
183,,,,,,,INF754K01LE1,6.45% NABARD NCD RED 11-04-2031,7.25,,
183,,,,,,,INF754K01LE1,6.50% NHAI NCD RED 11-04-2031,7.19,,
183,,,,,,,INF754K01LE1,6.80% NPCL NCD RED 21-03-2031,7.1,,
183,,,,,,,INF754K01LE1,6.88% PFC LTD NCD RED 11-04-2031,7.06,,
183,,,,,,,INF754K01LE1,6.90% REC LTD NCD RED 31-03-2031,6.84,,
183,,,,,,,INF754K01LE1,6.4% ONGC NCD RED 11-04-2031,6.08,,
183,,,,,,,INF754K01LE1,6.63% HPCL NCD RED 11-04-2031,5.9,,
183,,,,,,,INF754K01LE1,6.29% NTPC LTD NCD RED 11-04-2031,5.81,,
183,,,,,,,INF754K01LE1,7.32% GOVT OF INDIA RED 13-11-2030,4.92,,
184,4,10,,14,BHARAT Bond ETF April 2032,EBBETF0432,INF754K01OB1,6.92% REC LTD NCD RED 20-03-2032,13.75,,
184,,,,,,,INF754K01OB1,6.92% POWER FINANCE NCD 14-04-2032,11.36,,
184,,,,,,,INF754K01OB1,6.74% NTPC LTD RED 14-04-2032,8.45,,
184,,,,,,,INF754K01OB1,7.48% MANGALORE REF&PET 14-04-2032,7.91,,
184,,,,,,,INF754K01OB1,6.87% NHAI NCD RED 14-04-2032,7.56,,
184,,,,,,,INF754K01OB1,6.87% IRFC NCD RED 14-04-2032,6.9,,
184,,,,,,,INF754K01OB1,6.54% GOVT OF INDIA RED 17-01-2032,5.82,,
184,,,,,,,INF754K01OB1,7.79% IOC NCD RED 12-04-2032,4.89,,
184,,,,,,,INF754K01OB1,6.85% NABARD NCD RED 14-04-2032,4.58,,
184,,,,,,,INF754K01OB1,7.81% HPCL NCD RED 13-04-2032,3.83,,
185,4,10,,14,BHARAT Bond ETF April 2033,EBBETF0433,INF754K01QX0,7.26% GOVT OF INDIA RED 06-02-2033,11.43,,
185,,,,,,,INF754K01QX0,7.55% NPCL NCD RED 23-12-2032,8.64,,
185,,,,,,,INF754K01QX0,6.90% HUDCO NCD RED 23-04-2032,7.78,,
185,,,,,,,INF754K01QX0,7.54% HPCL NCD RED 15-04-2033,6.58,,
185,,,,,,,INF754K01QX0,7.47% IRFC SR166 NCD RED 15-04-2033,6.34,,
185,,,,,,,INF754K01QX0,7.58% POWER FIN NCD RED 15-04-2033,6.07,,
185,,,,,,,INF754K01QX0,7.54% NABARD NCD RED 15-04-2033,6.02,,
185,,,,,,,INF754K01QX0,7.44% NTPC LTD SR 79 NCD RED 15-04-2033,5.65,,
185,,,,,,,INF754K01QX0,7.52% HUDCO SERIES B NCD RED 15-04-2033,5.62,,
185,,,,,,,INF754K01QX0,7.53% RECL SR 217 NCD RED 31-03-2033,5.62,,
186,1,3,37,6,Groww Nifty Capital Markets ETF,GROWWCAPM,INF666M01MM4,BSE Ltd.,19.9,Mid Cap,51.37
186,,,,,,,INF666M01MM4,HDFC Asset Management Company Limited,15.27,Large Cap,15.27
186,,,,,,,INF666M01MM4,Multi Commodity Exchange of India Ltd,15.05,Small Cap,20.29
186,,,,,,,INF666M01MM4,360 ONE WAM LIMITED,8.37,,
186,,,,,,,INF666M01MM4,Central Depository Services (India) Ltd.,7.56,,
186,,,,,,,INF666M01MM4,Computer Age Management Services Limited,4.88,,
186,,,,,,,INF666M01MM4,ANGEL ONE LIMITED,4.18,,
186,,,,,,,INF666M01MM4,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,4.06,,
186,,,,,,,INF666M01MM4,Motilal Oswal Financial Services Limited,3.99,,
186,,,,,,,INF666M01MM4,KFin Technologies Limited,3.67,,
187,1,3,37,15,Motilal Oswal Nifty Capital Market ETF,MOCAPITAL,INF247L01EV3,BSE Ltd.,19.93,Mid Cap,52.05
187,,,,,,,INF247L01EV3,Multi Commodity Exchange of India Ltd,15.74,Large Cap,15.07
187,,,,,,,INF247L01EV3,HDFC Asset Management Company Limited,15.07,Small Cap,20.25
187,,,,,,,INF247L01EV3,360 ONE WAM LIMITED,8.38,,
187,,,,,,,INF247L01EV3,Central Depository Services (India) Ltd.,7.13,,
187,,,,,,,INF247L01EV3,Computer Age Management Services Limited,4.93,,
187,,,,,,,INF247L01EV3,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,4.33,,
187,,,,,,,INF247L01EV3,ANGEL ONE LIMITED,4.19,,
187,,,,,,,INF247L01EV3,KFin Technologies Limited,4,,
187,,,,,,,INF247L01EV3,Motilal Oswal Financial Services Limited,3.67,,
188,1,2,33,26,Kotak Nifty Chemicals ETF,CHEMICAL,INF174KA1XV0,Pidilite Industries Ltd.,12.77,Large Cap,21.03
188,,,,,,,INF174KA1XV0,SRF Ltd.,12.39,Mid Cap,47.26
188,,,,,,,INF174KA1XV0,UPL Limited,12.37,Small Cap,9.38
188,,,,,,,INF174KA1XV0,Solar Industries India Ltd,8.26,,
188,,,,,,,INF174KA1XV0,Coromandel International Limited,7.44,,
188,,,,,,,INF174KA1XV0,PI Industries Limited,7.28,,
188,,,,,,,INF174KA1XV0,Navin Fluorine International Limited,6.05,,
188,,,,,,,INF174KA1XV0,Gujarat Fluorochemicals Limited,4.29,,
188,,,,,,,INF174KA1XV0,Linde India Limited,3.49,,
188,,,,,,,INF174KA1XV0,Tata Chemicals Ltd,3.33,,
189,1,3,39,9,ICICI Prudential Nifty Commodities ETF,COMMOIETF,INF109KC19O8,Reliance Industries Ltd,11.2,Large Cap,56.26
189,,,,,,,INF109KC19O8,NTPC Ltd,7.56,Mid Cap,5.31
189,,,,,,,INF109KC19O8,TATA STEEL LIMITED,6.79,,
189,,,,,,,INF109KC19O8,Ultratech Cement Ltd,6.73,,
189,,,,,,,INF109KC19O8,Hindalco Industries Ltd.,5.72,,
189,,,,,,,INF109KC19O8,L&T Finance Limited,5.31,,
189,,,,,,,INF109KC19O8,Grasim Industries Ltd,5.11,,
189,,,,,,,INF109KC19O8,Oil And Natural Gas Corporation Ltd,4.62,,
189,,,,,,,INF109KC19O8,Vedanta Limited,4.36,,
189,,,,,,,INF109KC19O8,Coal India Limited,4.17,,
190,1,3,40,19,CPSE ETF,CPSEETF,INF457M01133,Bharat Electronics Ltd.,20.18,Large Cap,86.52
190,,,,,,,INF457M01133,NTPC Ltd,19.9,Mid Cap,9.47
190,,,,,,,INF457M01133,Power Grid Corp Of India Ltd,18.32,Small Cap,3.05
190,,,,,,,INF457M01133,Oil And Natural Gas Corporation Ltd,14.27,,
190,,,,,,,INF457M01133,Coal India Limited,13.85,,
190,,,,,,,INF457M01133,NHPC Limited,3.83,,
190,,,,,,,INF457M01133,Oil India Limited,3.54,,
190,,,,,,,INF457M01133,Cochin Shipyard Limited,2.1,,
190,,,,,,,INF457M01133,NBCC (India) Limited,1.84,,
190,,,,,,,INF457M01133,NLC India Limited,1.21,,
191,1,4,74,19,Nippon India ETF Nifty Dividend Opportunities 50,DIVOPPBEES,INF204KA1MS3,State Bank of India,10.11,Large Cap,60.26
191,,,,,,,INF204KA1MS3,ITC Ltd,9.76,,
191,,,,,,,INF204KA1MS3,Infosys Ltd,9.7,,
191,,,,,,,INF204KA1MS3,Tata Consultancy Services Ltd.,8.22,,
191,,,,,,,INF204KA1MS3,Hindustan Unilever Ltd.,5.16,,
191,,,,,,,INF204KA1MS3,HCL Technologies Ltd,4.3,,
191,,,,,,,INF204KA1MS3,NTPC Ltd,3.92,,
191,,,,,,,INF204KA1MS3,Shriram Finance Limited,3.5,,
191,,,,,,,INF204KA1MS3,Power Grid Corp Of India Ltd,3.01,,
191,,,,,,,INF204KA1MS3,Vedanta Limited,2.58,,
